Transaction_ID,Order_Date,Delivery_Date,Company_Name,Industry,Country,Region,Customer_Segment,Sales_Rep,Channel,Product_Name,Unit_Price,Quantity,Discount_Pct,Revenue,COGS,Gross_Profit,Tax_Rate,Tax_Amount,Net_Profit,Revenue_Target,Payment_Method,Transaction_Status,Priority,Units_Returned,Customer_Satisfaction,Rating,Repeat_Customer,Contract_Length_Months,Notes
TXN-102903,2021-11-07,2021-12-12,Zenith Ltd,Consulting,Philippines,Europe,Government,Sofia Andrade,Social Media,Custom Development,4739.6,356,0.4,1012378.56,590740.0,421638.56,0.21,212599.5,209039.06,289428.22,Invoice Net 60,Processing,High,2,Very Satisfied,3.0,Yes,2,Urgent delivery
TXN-100447,2024-09-26,05-Nov-2024,Acme Corp,Healthcare,Brazil,North America,SMB,James Teller,Partner,Support Contract,14283.07,192,0.03,2660078.96,1315722.89,1344356.07,0.16,425612.63,918743.44,439317.27,Bank Transfer,Processing,Critical,21,Very Satisfied,3.5,Yes,3,Renewal
TXN-103882,2022-05-22,2022-06-21,NovaBiz,Retail,,North America,Startup,Lucas Müller,Online,Consulting Service,1693.77,112,0.26,140379.66,80298.92,60080.74,0.07,9826.58,50254.16,251425.6,Invoice Net 30,Refunded,,9,Satisfied,5.0,No,15,None
TXN-103852,2024-09-21,2024-10-21,GlobalTech,Real Estate,Philippines,Latin America,SMB,Lucas Müller,Cold Outreach,Consulting Service,9914.18,239,0.11,2108845.23,1176424.25,932420.98,0.22,463945.95,468475.03,462737.32,Credit Card,Processing,High,2,Dissatisfied,1.2,No,23,Escalated
TXN-104463,01/13/2024,2024-03-06,NovaBiz,FMCG,Australia,Europe,Government,Sofia Andrade,Trade Show,Consulting Service,2267.07,388,0.05,835642.0,557028.3,278613.7,0.18,150415.56,128198.14,97408.57,,Pending,Medium,3,Dissatisfied,2.5,Yes,2,Negotiated price
TXN-100359,2025-04-04,2025-05-02,Nexus Co,Consulting,Japan,Asia Pacific,Government,Maria Santos,Trade Show,Maintenance Plan,9632.45,483,0.26,3442830.28,2233883.64,1208946.64,0.13,447567.94,761378.7,422949.07,Credit Card,Cancelled,Critical,52,Very Dissatisfied,1.5,No,18,First purchase
TXN-102064,2021-09-09,2021-10-18,Vertex Partners,FMCG,Australia,Europe,Enterprise,Maria Santos,Cold Outreach,Training Package,7492.49,197,0.32,1003693.96,608873.22,394820.74,0.16,160591.03,234229.71,347264.1,Credit Card,Processing,Low,26,,,No,15,None
TXN-104504,2022-08-03,2022-08-09,PrimeSolutions,Finance,United Kingdom,Africa,mid-market,Carlos Rivera,Social Media,Cloud Subscription,13158.82,299,0.38,2439382.05,1590428.86,848953.19,0.14,341513.49,507439.7,413399.39,Credit Card,Processing,Critical,7,Neutral,3.5,Yes,29,None
TXN-103904,2021-03-07,2021-04-16,Vertex Partners,Consulting,Germany,Middle East,Mid-Market,Chen Wei,Referral,Maintenance Plan,1257.07,16,0.24,15285.97,9485.89,5800.08,0.23,3515.77,2284.31,347401.47,Invoice Net 30,Refunded,Critical,2,Neutral,3.8,Yes,13,Standard order
TXN-101690,2024-01-14,2024-02-24,PrimeSolutions,FMCG,United States,Europe,Mid-Market,Lucas Müller,Trade Show,Software License,1540.59,189,0.23,224202.06,125964.67,98237.39,0.23,51566.47,46670.92,270065.27,Invoice Net 60,Pending,Low,10,Very Dissatisfied,4.1,No,1,Follow-up required
TXN-104939,2021-06-13,2021-06-25,GlobalTech,Retail,UAE,North America,Government,Kenji Tanaka,Online,Custom Development,427.07,52,0.05,21097.26,13435.27,7661.99,0.1,2109.73,5552.26,299730.42,Credit Card,Pending,Low,2,Satisfied,2.1,Yes,6,
TXN-101548,2027-01-22,2020-07-24,Acme Corp,Logistics,Japan,Africa,Mid-Market,Carlos Rivera,Online,Analytics Suite,9121.54,98,0.11,795580.72,494168.04,301412.68,0.23,182983.57,118429.11,116013.87,Invoice Net 30,Completed,High,6,Very Dissatisfied,4.1,No,13,Urgent delivery
TXN-101247,2023-11-02,2023-11-08,GlobalTech,Technology,United States,Africa,Government,Chen Wei,Online,Cloud Subscription,14027.29,470,0.29,4680906.67,1807029.27,2873877.4,0.15,702136.0,2171741.4,56797.57,Bank Transfer,Completed,Critical,,Very Dissatisfied,3.8,Yes,25,Renewal
TXN-101985,2024-10-29,2024-12-24,Orion Inc,Technology,Brazil,Asia Pacific,Government,Carlos Rivera,Social Media,Consulting Service,12156.65,119,0.08,1330910.04,900084.6,430825.44,0.26,346036.61,84788.83,491738.73,Check,Processing,Medium,14,Satisfied,3.8,No,32,First purchase
TXN-100294,2024-03-26,2024-05-24,Orion Inc,Healthcare,United States,North America,SMB,Carlos Rivera,Partner,Analytics Suite,2097.06,96,0.33,134882.9,60874.29,74008.61,0.17,22930.09,51078.52,412285.61,Credit Card,Cancelled,Critical,4,Satisfied,3.0,No,20,Standard order
TXN-101547,2020-10-24,2020-12-19,BetaGroup,Retail,UAE,North America,SMB,Maria Santos,Partner,Hardware,1668.68,271,0.09,411513.17,165332.4,246180.77,0.09,37036.19,209144.58,343285.05,Invoice Net 60,Completed,Low,26,Neutral,4.1,Yes,34,First purchase
TXN-102012,2020-08-18,2020-09-19,GlobalTech,Consulting,Singapore,Europe,SMB,Kenji Tanaka,Direct Sales,Custom Development,935.77,220,0.01,203810.71,83707.34,120103.37,0.09,18342.96,101760.41,164885.07,PayPal,Cancelled,High,12,Dissatisfied,1.8,No,6,Negotiated price
TXN-100588,2024-11-23,2024-12-16,Nexus Co,Healthcare,Philippines,Africa,SMB,Maria Santos,Online,Training Package,4640.1,224,0.22,810718.27,550349.63,260368.64,0.29,235108.3,25260.34,485981.48,Cash,Processing,Medium,,Very Dissatisfied,4.3,Yes,26,None
TXN-103329,2022-04-23,2022-05-21,Zenith Ltd,Logistics,UAE,Asia Pacific,Government,Lucas Müller,Online,Analytics Suite,6678.56,436,0.06,2737141.03,1722915.72,1014225.31,0.21,574799.62,439425.69,206250.49,Cash,Refunded,Low,41,Neutral,3.9,No,28,Urgent delivery
TXN-102403,2025-01-06,2025-02-09,Acme Corp,FMCG,UAE,North America,Startup,Maria Santos,Social Media,Cloud Subscription,7802.77,36,0.15,238764.76,128767.67,109997.09,0.18,42977.66,67019.43,429509.74,Invoice Net 30,Refunded,Low,5,Neutral,4.9,No,11,Bulk order
TXN-102129,2021-09-04,2021-09-09,Acme Corp,Real Estate,UAE,Europe,Government,Priya Nair,Social Media,Training Package,2617.96,174,0.37,286980.78,119078.0,167902.78,0.3,86094.23,81808.55,129561.81,Credit Card,Cancelled,Critical,11,Satisfied,2.8,Yes,25,Standard order
TXN-104442,2025-03-26,2025-04-30,NovaBiz,Finance,United States,Africa,Mid-Market,Kenji Tanaka,Referral,Consulting Service,6021.69,353,0.1,1913090.91,1200285.37,712805.54,0.09,172178.18,540627.36,295088.48,Cash,Refunded,Low,41,Satisfied,2.0,No,33,Standard order
TXN-103508,2023-01-14,2023-02-20,Zenith Ltd,Logistics,Australia,Middle East,SMB,Priya Nair,Trade Show,Integration Module,13116.3,122,0.04,1536181.06,885419.18,650761.88,0.14,215065.35,435696.53,344818.47,Cash,Completed,Critical,1,Dissatisfied,3.7,Yes,21,Follow-up required
TXN-102410,2021-10-06,2021-10-13,Zenith Ltd,Consulting,Singapore,Latin America,Mid-Market,Sofia Andrade,Direct Sales,Maintenance Plan,2477.78,434,0.31,741996.0,392946.74,349049.26,0.27,200338.92,148710.34,337282.07,Credit Card,Completed,High,55,Satisfied,3.1,Yes,13,none
TXN-102719,2024-02-13,15-Mar-2024,  Orion Inc  ,Consulting,Canada,Middle East,Mid-Market,James Teller,Partner,Cloud Subscription,969.61,107,0.17,86111.06,47717.12,38393.94,0.15,12916.66,25477.28,222440.37,Check,Refunded,Medium,5,Very Satisfied,1.5,No,10,First purchase
TXN-104609,2021-10-09,2021-11-16,Orion Inc,Retail,Singapore,Middle East,Government,Carlos Rivera,Online,Custom Development,3478.55,469,0.25,1223579.96,786529.29,437050.67,0.07,85650.6,351400.07,443437.61,Credit Card,Processing,Low,12,Dissatisfied,2.3,No,4,Escalated
TXN-100425,2023-04-11,2023-05-06,GlobalTech,Retail,Brazil,Middle East,Mid-Market,Carlos Rivera,Trade Show,Analytics Suite,1354.11,55,0.05,70752.25,43152.19,27600.06,0.08,5660.18,21939.88,295347.92,Invoice Net 60,Pending,Medium,3,Very Satisfied,3.8,Yes,13,Standard order
TXN-102582,2022-01-26,2022-03-05,Orion Inc,Real Estate,Australia,Africa,Enterprise,Carlos Rivera,Direct Sales,Cloud Subscription,1549.47,179,0.31,191375.04,68637.6,122737.44,0.14,26792.51,95944.93,136292.58,Check,Completed,Low,26,Very Satisfied,3.2,No,19,Escalated
TXN-101054,2021-10-06,2021-11-20,Acme Corp,Consulting,United States,Asia Pacific,Startup,Chen Wei,Social Media,Support Contract,6140.65,7,0.09,39115.94,24802.09,14313.85,0.08,3129.28,11184.57,212899.54,Check,Completed,Medium,0,Satisfied,3.2,No,20,Urgent delivery
TXN-104065,2021-11-19,2021-12-23,  Nexus Co  ,Manufacturing,United Kingdom,Latin America,Mid-Market,James Teller,Direct Sales,Support Contract,636.29,7,0.26,3295.98,1445.12,1850.86,0.22,725.12,1125.74,414958.09,Invoice Net 60,Pending,Medium,1,Very Satisfied,4.4,No,36,Standard order
TXN-104617,2023-10-18,2023-12-09,Orion Inc,Consulting,Germany,Latin America,Startup,Aisha Bello,Partner,Training Package,7310.75,385,0.26,2082832.68,888154.67,1194678.01,0.24,499879.84,694798.17,19735.42,Credit Card,Cancelled,Low,8,Dissatisfied,1.2,Yes,1,VIP client
TXN-100556,2021-08-09,01-Oct-2021,GlobalTech,E-Commerce,UAE,Africa,Startup,Lucas Müller,Referral,Maintenance Plan,13872.03,81,0.37,707889.69,291770.41,416119.28,0.12,84946.76,331172.52,268669.52,Invoice Net 30,Completed,Medium,5,Satisfied,3.6,Yes,30,Follow-up required
TXN-104412,2020-11-04,2020-12-02,Zenith Ltd,Healthcare,Brazil,Middle East,Enterprise,Sofia Andrade,Referral,Consulting Service,14887.87,170,0.01,2505628.52,1373368.46,1132260.06,0.11,275619.14,856640.92,244002.91,Invoice Net 30,Pending,High,25,Very Satisfied,1.2,Yes,3,Standard order
TXN-104036,2020-06-28,2020-08-17,Orion Inc,FMCG,Singapore,Latin America,Mid-Market,James Teller,Social Media,Software License,6316.98,383,0.35,1572612.17,642769.11,929843.06,0.07,110082.85,819760.21,200289.22,Invoice Net 60,Completed,High,46,Satisfied,4.0,Yes,12,Negotiated price
TXN-104770,2023-09-25,2023-11-20,Acme Corp,Healthcare,Germany,Europe,SMB,Aisha Bello,Trade Show,Maintenance Plan,9466.67,29,0.1,247080.09,152906.81,94173.28,0.22,54357.62,39815.66,240393.7,Invoice Net 30,Completed,,1,Very Dissatisfied,3.0,Yes,12,Bulk order
TXN-102469,2021-12-06,2022-01-03,Zenith Ltd,Finance,Philippines,North America,SMB,James Teller,Referral,Training Package,12779.12,427,0.31,3765112.13,2213779.72,1551332.41,0.06,225906.73,1325425.68,454239.11,Cash,Processing,Medium,57,Very Dissatisfied,3.0,Yes,11,Follow-up required
TXN-104768,2021-02-06,2021-03-09,Nexus Co,Logistics,Canada,Asia Pacific,Mid-Market,Aisha Bello,Cold Outreach,Training Package,7421.38,245,0.32,1236401.91,738093.3,498308.61,0.1,123640.19,374668.42,379872.06,Credit Card,Cancelled,High,8,Very Dissatisfied,3.8,Yes,3,Bulk order
TXN-100355,2023-12-01,2023-12-09,BetaGroup,Manufacturing,Japan,Asia Pacific,SMB,Aisha Bello,Partner,Maintenance Plan,12465.95,372,0.22,3617120.05,1619783.99,1997336.06,0.16,578739.21,1418596.85,307170.43,Check,Processing,Low,51,Very Satisfied,4.5,Yes,21,Bulk order
TXN-101193,2022-04-15,2022-04-25,PrimeSolutions,Finance,Brazil,North America,Startup,Chen Wei,Trade Show,Custom Development,10265.63,59,0.38,375516.75,254466.93,121049.82,0.2,75103.35,45946.47,197964.29,Credit Card,Completed,Critical,5,Satisfied,4.6,Yes,5,VIP client
TXN-101716,2023-09-05,2023-11-04,Zenith Ltd,Healthcare,Singapore,Africa,Government,Carlos Rivera,Referral,Consulting Service,2495.51,391,0.03,946472.08,491738.93,454733.15,0.2,189294.42,265438.73,405721.94,Cash,Completed,Medium,13,Satisfied,2.7,No,26,First purchase
TXN-103416,2021-09-08,2021-10-26,NovaBiz,Retail,United States,Asia Pacific,Government,James Teller,Direct Sales,Cloud Subscription,11248.52,305,0.23,2641714.92,1229060.38,1412654.54,0.17,449091.54,963563.0,19763.51,Check,Processing,High,3,Satisfied,4.6,Yes,14,Standard order
TXN-102604,2024-06-15,2024-08-04,Vertex Partners,FMCG,Japan,Europe,SMB,Chen Wei,Trade Show,Custom Development,4094.94,461,0.21,1491336.2,969897.76,521438.44,0.28,417574.14,103864.3,275002.38,Bank Transfer,Refunded,High,69,Very Dissatisfied,3.8,Yes,32,None
TXN-104180,2021-08-05,2021-09-13,Zenith Ltd,Finance,Brazil,Middle East,government,James Teller,Social Media,Integration Module,2718.15,21,0.24,43381.67,25712.01,17669.66,0.07,3036.72,14632.94,483918.2,Cash,Processing,,0,Satisfied,4.4,No,,Bulk order
TXN-102828,2021-12-25,2021-12-29,GlobalTech,Manufacturing,Philippines,Latin America,Startup,Chen Wei,Partner,Cloud Subscription,5216.91,321,0.22,1306209.93,834545.18,471664.75,0.28,365738.78,105925.97,235904.68,,Refunded,Critical,43,Dissatisfied,4.7,Yes,25,Negotiated price
TXN-101704,2020-11-25,2020-12-19,BetaGroup,Retial,Singapore,Africa,Mid-Market,Emma Clarke,Cold Outreach,Hardware,8215.66,275,0.11,2010782.78,1397951.24,612831.54,0.19,382048.73,230782.81,447535.78,Invoice Net 30,Processing,Low,37,Neutral,4.3,No,20,Negotiated price
TXN-102863,2024-01-03,2024-01-09,PrimeSolutions,Finance,Australia,Europe,SMB,James Teller,Referral,Cloud Subscription,3335.12,360,0.2,960514.56,468299.14,492215.42,0.2,192102.91,300112.51,492854.44,Invoice Net 30,Cancelled,Medium,46,Satisfied,4.6,No,18,Negotiated price
TXN-102618,2022-05-01,2022-06-27,Vertex Partners,Retail,,Asia Pacific,Mid-Market,James Teller,Cold Outreach,Consulting Service,13363.37,274,0.38,2270169.3,999451.8,1270717.5,0.08,181613.54,1089103.96,369704.69,Credit Card,Processing,Low,6,Very Dissatisfied,3.0,No,25,TBD
TXN-102400,2025-02-06,2025-02-14,BetaGroup,E-Commerce,UAE,North America,Mid-Market,Lucas Müller,Trade Show,Hardware,4599.08,167,0.08,706602.65,308012.28,398590.37,0.22,155452.58,243137.79,178025.42,Check,Cancelled,High,5,Neutral,1.4,No,2,Standard order
TXN-102139,2023-12-31,2024-01-27,BetaGroup,Logistics,United States,Europe,Enterprise,Aisha Bello,Trade Show,Integration Module,4372.99,455,0.11,1770842.3,700425.0,1070417.3,0.06,106250.54,964166.76,24849.95,Cash,Refunded,Low,35,Very Satisfied,1.3,No,14,Renewal
TXN-103239,2023-01-02,2023-02-07,GlobalTech,Finance,United States,Middle East,Government,,Social Media,Training Package,257.12,235,0.3,42296.24,15649.15,26647.09,0.2,8459.25,18187.84,343782.63,PayPal,Cancelled,,21,Dissatisfied,4.6,Yes,11,Bulk order
TXN-102383,2023-08-20,2023-08-28,AlphaVentures,Logistics,Philippines,Middle East,Startup,Kenji Tanaka,Cold Outreach,Custom Development,1004.51,424,0.08,391839.26,140554.43,251284.83,0.14,54857.5,196427.33,398434.64,Invoice Net 60,Processing,Critical,29,,1.6,Yes,34,Bulk order
TXN-103218,2020-07-23,2020-08-16,NovaBiz,Logistics,Philippines,Europe,Government,James Teller,Partner,Cloud Subscription,11481.29,119,0.32,929065.99,421607.21,507458.78,0.1,92906.6,414552.18,304459.0,Check,Cancelled,Medium,15,Satisfied,4.4,No,27,First purchase
TXN-103838,2022-05-03,2022-06-10,GlobalTech,Manufacturing,UAE,North America,government,Kenji Tanaka,Cold Outreach,Custom Development,5415.39,298,0.26,1194201.8,594315.89,599885.91,0.27,322434.49,277451.42,446952.19,Invoice Net 60,Pending,High,43,,3.7,Yes,36,Standard order
TXN-101285,2022-03-24,28-Apr-2022,PrimeSolutions,E-Commerce,Philippines,Asia Pacific,SMB,Lucas Müller,Social Media,Software License,2175.91,201,0.19,354259.91,125326.93,228932.98,0.12,42511.19,186421.79,63343.52,Bank Transfer,Pending,High,10,Dissatisfied,1.3,Yes,16,None
TXN-104270,2024-10-30,2024-12-28,Zenith Ltd,Retail,United Kingdom,North America,Startup,Lucas Müller,Social Media,Cloud Subscription,11213.73,207,0.12,2042693.06,1303595.31,739097.75,0.15,306403.96,432693.79,339248.84,Check,Pending,Low,6,Very Satisfied,3.4,Yes,13,Renewal
TXN-103935,2022-05-03,2022-06-13,Zenith Ltd,Logistics,Australia,Asia Pacific,Mid-Market,Chen Wei,Social Media,Hardware,8571.66,416,0.38,2210802.55,1048095.93,1162706.62,0.26,574808.66,587897.96,167444.15,Invoice Net 60,Processing,High,15,Very Dissatisfied,3.8,No,26,Follow-up required
TXN-104523,2025-01-13,2025-01-23,GlobalTech,Technology,Australia,Africa,Startup,Kenji Tanaka,Referral,Hardware,13853.96,402,0.09,5068055.65,2969672.55,2098383.1,0.11,557486.12,1540896.98,398643.04,PayPal,Refunded,High,54,Satisfied,2.2,Yes,7,Bulk order
TXN-102087,2021-09-13,2021-10-09,GlobalTech,Consulting,United Kingdom,Europe,Mid-Market,Chen Wei,Trade Show,Integration Module,12679.81,206,0.21,2063512.28,961339.55,1102172.73,0.24,495242.95,606929.78,209050.57,PayPal,Cancelled,Low,5,Dissatisfied,2.9,Yes,5,First purchase
TXN-101889,2024-02-07,2024-03-13,Zenith Ltd,E-Commerce,Philippines,Asia Pacific,Startup,Lucas Müller,Direct Sales,Hardware,12155.44,180,0.07,2034820.66,1001540.45,1033280.21,0.12,244178.48,789101.73,448114.11,Bank Transfer,Processing,High,18,Dissatisfied,4.4,No,10,Urgent delivery
TXN-104345,2024-10-18,2024-12-04,Vertex Partners,Manufacturing,Singapore,Latin America,Enterprise,Chen Wei,Social Media,Analytics Suite,7947.94,201,0.19,1294004.11,638662.03,655342.08,0.1,129400.41,525941.67,337092.47,Check,Processing,High,21,Dissatisfied,2.0,No,4,Bulk order
TXN-101591,2024-07-13,05-Sep-2024,Vertex Partners,E-Commerce,Australia,Africa,Enterprise,Priya Nair,Trade Show,Hardware,1313.19,378,0.32,337542.36,215994.95,121547.41,0.11,37129.66,84417.75,61167.26,PayPal,Refunded,Low,35,Very Dissatisfied,3.0,No,2,Follow-up required
TXN-101346,2022-02-09,2022-04-05,GlobalTech,Manufacturing,United Kingdom,Europe,Mid-Market,Emma Clarke,Online,Hardware,4977.06,339,0.1,1518501.01,861911.72,656589.29,0.27,409995.27,246594.02,331132.27,Invoice Net 60,Refunded,Critical,24,Dissatisfied,2.8,Yes,36,Renewal
TXN-104485,2022-04-07,2022-05-29,AlphaVentures,E-Commerce,United States,Latin America,Startup,Emma Clarke,Online,Support Contract,3620.55,9,0.12,28674.76,10215.45,18459.31,0.14,4014.47,14444.84,94718.42,,Processing,Medium,1,Satisfied,2.6,No,10,First purchase
TXN-102162,2021-03-23,2021-04-28,PrimeSolutions,FMCG,Brazil,Latin America,SMB,Kenji Tanaka,Online,Cloud Subscription,12278.89,129,0.28,1140463.3,765014.68,375448.62,0.21,239497.29,135951.33,153768.91,Check,Refunded,High,9,Very Dissatisfied,1.1,Yes,22,Negotiated price
TXN-102396,2021-12-08,2022-01-05,Orion Inc,FMCG,Germany,Latin America,SMB,Chen Wei,Online,Custom Development,1749.56,56,0.38,60744.72,40324.99,20419.73,0.09,5467.02,14952.71,255844.05,Invoice Net 60,Completed,Critical,7,Dissatisfied,2.2,Yes,13,
TXN-103737,2023-05-08,2023-06-05,PrimeSolutions,E-Commerce,United States,Latin America,Government,Carlos Rivera,Online,Cloud Subscription,11176.96,417,0.35,3029515.01,1417997.08,1611517.93,0.25,757378.75,854139.18,389719.51,Check,Pending,Critical,16,Very Dissatisfied,1.7,Yes,12,VIP client
TXN-102271,2023-05-10,2023-05-26,Vertex Partners,FMCG,United Kingdom,Latin America,Government,Aisha Bello,Online,Training Package,10965.4,280,0.13,2671171.44,1774053.59,897117.85,0.3,801351.43,95766.42,117390.1,Invoice Net 60,Processing,Low,32,Satisfied,3.3,Yes,19,None
TXN-104545,2022-01-17,2022-01-27,NovaBiz,Manufacturing,Germany,North America,Mid-Market,Emma Clarke,Trade Show,Support Contract,8120.68,433,0.31,2426215.56,1531705.47,894510.09,0.12,291145.87,603364.22,275598.26,Cash,Cancelled,Critical,31,Neutral,1.6,No,8,Urgent delivery
TXN-103111,2023-02-03,2023-03-17,BetaGroup,Manufacturing,Canada,Europe,Government,Priya Nair,Social Media,Consulting Service,6222.05,480,0.17,2478864.72,1615376.31,863488.41,0.12,297463.77,566024.64,290932.65,PayPal,Completed,Medium,21,Satisfied,,Yes,29,None
TXN-101137,2021-01-13,2021-01-23,Orion Inc,FMCG,Japan,North America,Government,Maria Santos,Direct Sales,Software License,723.99,49,0.27,25897.12,9505.85,16391.27,0.19,4920.45,11470.82,323278.54,Invoice Net 30,Completed,Medium,3,Very Dissatisfied,3.5,No,24,Renewal
TXN-104982,2022-12-02,2023-01-25,Nexus Co,Retail,Germany,Africa,Government,Carlos Rivera,Direct Sales,Training Package,13593.49,342,0.06,4370035.17,1954189.75,2415845.42,0.12,524404.22,1891441.2,58547.3,Bank Transfer,Cancelled,Critical,30,Satisfied,3.4,Yes,9,First purchase
TXN-100972,2023-06-05,2023-07-23,Acme Corp,Healthcare,Philippines,North America,SMB,James Teller,Cold Outreach,Analytics Suite,14268.37,218,0.0,3110504.66,2118529.98,991974.68,0.17,528785.79,463188.89,54737.66,Cash,Processing,High,32,Very Satisfied,1.2,Yes,25,Negotiated price
TXN-100795,2025-01-11,2025-01-19,GlobalTech,Real Estate,Singapore,Asia Pacific,Mid-Market,Kenji Tanaka,Online,Consulting Service,1298.34,228,0.39,180573.13,109397.5,71175.63,0.18,32503.16,38672.47,314850.53,Invoice Net 60,completed,Critical,18,Neutral,1.1,Yes,33,
TXN-103020,2020-06-01,2020-06-24,Vertex Partners,Finance,Canada,Latin America,Government,Priya Nair,Referral,Maintenance Plan,1654.15,456,0.06,709034.86,432646.49,276388.37,0.13,92174.53,184213.84,392668.21,Check,Processing,High,10,Satisfied,2.9,Yes,29,Bulk order
TXN-101711,2022-09-22,2022-10-28,PrimeSolutions,Technology,Canada,Europe,Startup,Maria Santos,Partner,Maintenance Plan,4597.38,247,0.23,874375.7,559204.39,315171.31,0.21,183618.9,131552.41,495249.03,Check,Processing,Medium,12,Satisfied,3.3,No,6,Follow-up required
TXN-103387,2023-04-24,2023-03-31,AlphaVentures,Finance,,North America,Enterprise,Priya Nair,Cold Outreach,Hardware,6071.94,250,0.28,1092949.2,637073.44,455875.76,0.14,153012.89,302862.87,272237.6,Check,Completed,High,25,Satisfied,2.8,Yes,10,Urgent delivery
TXN-100036,2023-03-26,2023-03-29,Orion Inc,Retail,Japan,Asia Pacific,Startup,Aisha Bello,Partner,Hardware,11458.48,90,0.19,835323.19,482840.46,352482.73,0.28,233890.49,118592.24,94837.13,Invoice Net 60,Pending,Low,9,Dissatisfied,3.5,No,28,Negotiated price
TXN-100453,2022-10-25,2022-12-17,BetaGroup,Retail,Philippines,Latin America,Startup,Aisha Bello,Online,Integration Module,13022.98,359,0.2,3740199.86,2616893.89,1123305.97,0.15,561029.98,562275.99,179105.84,Cash,pending,Critical,53,Dissatisfied,2.7,No,35,Renewal
TXN-100913,2024-02-20,2024-02-15,AlphaVentures,Retail,Japan,Middle East,Government,Lucas Müller,Referral,Software License,13304.59,297,0.34,2607965.73,933302.75,1674662.98,0.12,312955.89,1361707.09,240213.86,Cash,Completed,Critical,39,Neutral,2.7,No,27,Negotiated price
TXN-104139,2022-08-27,2022-09-07,PrimeSolutions,Retail,United States,Asia Pacific,Enterprise,Emma Clarke,Referral,Integration Module,4043.98,33,0.31,92081.42,52481.96,39599.46,0.24,22099.54,17499.92,473836.14,Credit Card,Cancelled,Critical,3,Very Dissatisfied,1.0,Yes,15,Bulk order
TXN-101199,2022-05-27,27-Jun-2022,Orion Inc,Retail,Singapore,Europe,Mid-Market,Kenji Tanaka,Partner,Software License,2803.6,22,0.01,61062.41,24137.39,36925.02,0.11,6716.87,30208.15,360049.33,Invoice Net 60,Processing,Low,0,Very Satisfied,4.7,Yes,31,Standard order
TXN-101274,2020-12-30,2021-02-02,Vertex Partners,E-Commerce,Japan,Latin America,SMB,Aisha Bello,Online,Support Contract,4723.39,349,0.04,1582524.59,1054519.83,528004.76,0.09,142427.21,385577.55,375884.25,Check,pending,Low,23,,3.7,No,16,Bulk order
TXN-102375,2020-08-15,2020-09-24,Orion Inc,Finance,Australia,Latin America,Startup,Priya Nair,Cold Outreach,Integration Module,8070.99,210,0.3,1186435.53,448913.62,737521.91,0.09,106779.2,630742.71,154067.14,PayPal,Refunded,Medium,25,Dissatisfied,4.8,No,16,Bulk order
TXN-100037,2023-09-18,2023-10-14,Acme Corp,Real Estate,Japan,Latin America,Enterprise,Priya Nair,Cold Outreach,Training Package,12212.81,282,0.01,3409572.3,1298436.49,2111135.81,0.11,375052.95,1736082.86,62381.19,Cash,Refunded,Critical,25,Very Satisfied,4.3,Yes,33,Negotiated price
TXN-100974,2023-04-06,2023-05-18,Orion Inc,Logistics,Germany,Asia Pacific,Government,Chen Wei,Trade Show,Hardware,4309.19,326,0.19,1137884.71,606901.3,530983.41,0.27,307228.87,223754.54,461025.93,Credit Card,Refunded,Medium,40,Very Dissatisfied,1.3,No,8,None
TXN-103195,2024-03-15,2024-04-27,Orion Inc,Technology,Japan,Africa,Mid-Market,Emma Clarke,Trade Show,Maintenance Plan,3817.96,247,0.32,641264.56,286870.61,354393.95,0.21,134665.56,219728.39,299810.04,Bank Transfer,Cancelled,Medium,33,Neutral,1.6,Yes,30,Standard order
TXN-100983,2022-06-10,2022-07-29,Acme Corp,Consulting,Germany,North America,Government,Sofia Andrade,Direct Sales,Training Package,11085.28,190,0.31,1453280.21,723730.67,729549.54,0.17,247057.64,482491.9,74966.48,Check,Cancelled,Critical,11,Very Dissatisfied,2.8,Yes,5,Escalated
TXN-104002,2021-07-05,2021-08-26,Zenith Ltd,Consulting,Australia,North America,Government,Maria Santos,Trade Show,Support Contract,12094.5,489,0.25,4435657.88,2978550.37,1457107.51,0.19,842775.0,614332.51,305458.53,Credit Card,Cancelled,Medium,5,Neutral,2.8,No,34,Standard order
TXN-104600,2025-02-28,2025-03-23,  PrimeSolutions  ,E-Commerce,Brazil,North America,SMB,James Teller,Partner,Maintenance Plan,9787.93,336,0.12,2894095.14,1834994.67,1059100.47,0.2,578819.03,480281.44,239025.5,PayPal,Pending,High,50,Neutral,3.1,Yes,30,Negotiated price
TXN-101418,2022-01-16,2022-03-14,BetaGroup,Finance,United States,Latin America,Government,Kenji Tanaka,Online,Hardware,13356.87,430,0.11,5111674.15,1922026.97,3189647.18,0.11,562284.16,2627363.02,175762.15,Check,Cancelled,High,20,Very Satisfied,1.5,Yes,21,Urgent delivery
TXN-103332,2022-09-13,2022-10-03,NovaBiz,Manufacturing,Canada,Middle East,Enterprise,Chen Wei,Online,Hardware,9456.0,301,0.4,1707753.6,790123.47,917630.13,0.2,341550.72,576079.41,94898.83,PayPal,Completed,Low,17,Satisfied,3.6,Yes,6,First purchase
